Sonde serial number                          	N4620333
Balloon release date and time                	2020-11-09T03:21:03
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P Temp    RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa   °C     %    °C   °   m/s     K         °          °  g/kg       m      °
 753     4.5      3508  674.0  7.0  14.4 -18.3 246  10.7 280.4 25.013788 121.512176  1.33    2723    268
 754     3.3      3511  673.7  7.1  13.7 -18.9 246  10.7 280.4 25.013855 121.512285  1.27    2712    268
 755     4.1      3516  673.4  7.1  13.4 -19.1 247  10.8 280.5 25.013931 121.512401  1.25    2700    268
 756     3.4      3519  673.1  7.1  13.3 -19.2 247  10.8 280.5 25.013990 121.512510  1.24    2689    269
 757     4.1      3523  672.8  7.1  13.1 -19.4 247  10.9 280.5 25.014006 121.512600  1.22    2680    269
 758     3.5      3527  672.4  7.1  13.0 -19.5 247  10.9 280.5 25.013990 121.512678  1.21    2672    269
 759     3.6      3530  672.1  7.1  13.7 -18.9 247  10.9 280.5 25.013982 121.512761  1.27    2664    269
 760     4.2      3534  671.8  7.1  15.8 -17.2 247  11.0 280.5 25.013984 121.512847  1.47    2655    269
 761     4.7      3539  671.5  7.1  19.7 -14.6 247  11.0 280.5 25.014014 121.512944  1.83    2645    269
 762     3.8      3543  671.2  7.0  24.1 -12.1 247  11.1 280.6 25.014061 121.513048  2.24    2634    269
 763     3.0      3546  670.9  7.0  27.2 -10.6 247  11.1 280.6 25.014121 121.513158  2.52    2623    269
 764     4.2      3550  670.6  7.0  28.7  -9.9 248  11.1 280.6 25.014183 121.513274  2.66    2611    269
 765     4.2      3554  670.3  6.9  29.5  -9.6 248  11.1 280.6 25.014234 121.513395  2.73    2599    269
 766     3.8      3558  670.0  6.9  30.1  -9.4 248  11.1 280.5 25.014278 121.513515  2.77    2587    269
 767     3.4      3561  669.7  6.9  30.7  -9.2 248  11.2 280.5 25.014316 121.513629  2.82    2575    269
 768     3.5      3565  669.4  6.9  31.5  -8.9 248  11.2 280.5 25.014354 121.513735  2.90    2564    269
 769     2.5      3567  669.1  6.8  32.2  -8.6 248  11.2 280.5 25.014387 121.513836  2.96    2554    269
 770     3.9      3571  668.8  6.8  32.9  -8.3 248  11.2 280.5 25.014416 121.513935  3.03    2544    270
 771     4.0      3575  668.5  6.8  34.7  -7.7 248  11.2 280.5 25.014445 121.514035  3.18    2534    270
 772     3.5      3579  668.2  6.7  38.5  -6.4 248  11.2 280.5 25.014476 121.514135  3.52    2524    270
 773     3.9      3583  667.9  6.7  44.2  -4.6 248  11.2 280.5 25.014509 121.514235  4.04    2514    270
 774     2.5      3585  667.7  6.6  50.0  -3.0 248  11.2 280.6 25.014544 121.514335  4.56    2504    270
 775     2.8      3588  667.4  6.6  53.7  -2.1 248  11.2 280.6 25.014579 121.514436  4.88    2494    270
 776     4.3      3592  667.1  6.5  55.0  -1.8 248  11.2 280.6 25.014616 121.514536  4.99    2483    270
 777     3.5      3596  666.8  6.5  54.5  -2.0 248  11.2 280.5 25.014654 121.514637  4.93    2473    270
 778     4.2      3600  666.5  6.5  53.3  -2.3 248  11.2 280.5 25.014693 121.514739  4.82    2463    270
 779     4.3      3604  666.2  6.5  51.8  -2.7 248  11.1 280.4 25.014733 121.514842  4.67    2453    270
 780     3.4      3608  665.9  6.5  51.0  -2.9 248  11.1 280.4 25.014774 121.514945  4.60    2442    270
 781     3.1      3611  665.6  6.4  51.7  -2.8 248  11.1 280.4 25.014815 121.515050  4.66    2432    271
 782     3.2      3614  665.2  6.4  52.8  -2.5 248  11.1 280.4 25.014856 121.515155  4.76    2421    271
 783     4.6      3619  664.9  6.4  53.6  -2.3 248  11.1 280.3 25.014898 121.515262  4.82    2410    271
 784     4.6      3623  664.6  6.3  54.5  -2.2 248  11.1 280.3 25.014939 121.515370  4.88    2399    271
 785     5.2      3628  664.2  6.3  55.6  -1.9 247  11.0 280.3 25.014981 121.515480  4.97    2388    271
 786     3.9      3632  663.9  6.3  56.3  -1.8 247  11.0 280.3 25.015022 121.515592  5.03    2377    271
 787     4.7      3637  663.6  6.2  56.4  -1.8 247  11.0 280.2 25.015063 121.515705  5.03    2366    271
 788     2.5      3640  663.3  6.2  56.3  -1.8 247  11.0 280.2 25.015103 121.515820  5.01    2354    271
 789     3.6      3643  663.0  6.2  56.4  -1.9 247  11.0 280.2 25.015143 121.515938  5.01    2343    271
 790     3.8      3647  662.7  6.1  56.5  -1.9 247  11.0 280.1 25.015181 121.516056  5.01    2331    272
 791     2.8      3650  662.4  6.1  56.5  -1.9 247  10.9 280.1 25.015220 121.516174  5.00    2319    272
 792     4.8      3655  662.1  6.1  56.6  -1.9 247  10.9 280.1 25.015259 121.516286  5.00    2308    272
 793     3.8      3658  661.8  6.0  56.7  -1.9 247  10.9 280.0 25.015299 121.516388  5.00    2298    272
 794     3.8      3662  661.5  6.0  56.8  -1.9 247  10.9 280.0 25.015341 121.516479  5.00    2289    272
 795     3.3      3665  661.2  6.0  56.2  -2.1 246  10.9 280.0 25.015383 121.516561  4.94    2281    272
 796     3.3      3669  660.9  6.0  54.1  -2.6 246  10.9 279.9 25.015425 121.516640  4.75    2273    272
 797     3.6      3672  660.6  6.0  49.8  -3.7 246  10.9 279.9 25.015463 121.516722  4.37    2265    272
 798     4.9      3677  660.3  6.0  46.9  -4.5 246  10.9 279.8 25.015497 121.516812  4.12    2256    273
 799     4.3      3682  659.9  6.0  45.9  -4.8 246  10.9 279.8 25.015528 121.516906  4.03    2246    273
 800     3.4      3685  659.6  6.0  44.9  -5.1 246  10.9 279.8 25.015560 121.517005  3.95    2237    273
 801     3.3      3688  659.3  6.0  43.4  -5.5 246  10.9 279.8 25.015596 121.517107  3.82    2227    273
 802     3.8      3692  659.0  6.0  42.1  -5.9 246  10.9 279.7 25.015637 121.517212  3.70    2216    273
 803     4.5      3697  658.7  6.0  41.6  -6.1 246  10.9 279.7 25.015681 121.517317  3.66    2206    273
 804     3.2      3700  658.4  6.0  42.9  -5.7 245  10.9 279.8 25.015727 121.517423  3.77    2196    273
 805     3.5      3703  658.1  6.0  45.9  -4.8 245  10.9 279.8 25.015776 121.517526  4.04    2185    273
 806     3.9      3707  657.9  5.9  47.7  -4.3 245  10.9 279.8 25.015826 121.517627  4.20    2176    274
 807     3.2      3710  657.6  5.9  47.9  -4.3 245  10.9 279.8 25.015876 121.517723  4.21    2166    274
 808     4.2      3714  657.3  5.9  47.5  -4.4 245  10.9 279.7 25.015931 121.517816  4.17    2157    274
 809     2.9      3717  657.0  5.9  47.3  -4.5 245  10.9 279.7 25.015988 121.517907  4.14    2149    274
 810     4.1      3721  656.7  5.8  46.9  -4.6 245  10.9 279.7 25.016041 121.517996  4.11    2140    274
 811     2.8      3724  656.4  5.8  46.7  -4.7 245  10.9 279.7 25.016097 121.518090  4.08    2131    274
 812     3.8      3728  656.1  5.8  46.8  -4.7 245  10.9 279.7 25.016152 121.518189  4.10    2122    275
 813     3.8      3732  655.8  5.8  47.2  -4.6 245  10.9 279.6 25.016176 121.518278  4.12    2113    275
 814     4.1      3736  655.5  5.7  47.2  -4.6 245  10.8 279.6 25.016193 121.518365  4.11    2104    275
 815     3.8      3740  655.3  5.7  46.8  -4.8 245  10.8 279.6 25.016225 121.518462  4.07    2095    275
 816     3.6      3743  655.0  5.7  46.3  -4.9 245  10.8 279.5 25.016268 121.518566  4.02    2085    275
 817     3.1      3746  654.7  5.7  45.4  -5.2 245  10.8 279.5 25.016317 121.518672  3.94    2075    275
 818     3.3      3750  654.4  5.7  44.4  -5.5 245  10.8 279.5 25.016369 121.518777  3.85    2065    275
 819     4.0      3754  654.1  5.6  44.0  -5.6 245  10.8 279.4 25.016420 121.518882  3.81    2055    276
 820     3.5      3757  653.8  5.6  44.8  -5.4 245  10.8 279.4 25.016462 121.518991  3.88    2044    276
 821     3.1      3760  653.5  5.6  46.6  -5.0 245  10.8 279.4 25.016496 121.519104  4.02    2033    276
 822     4.1      3765  653.2  5.5  48.1  -4.6 245  10.8 279.4 25.016527 121.519214  4.14    2022    276
 823     3.9      3768  652.9  5.5  48.1  -4.6 245  10.7 279.4 25.016564 121.519311  4.14    2013    276
 824     2.7      3771  652.6  5.5  47.5  -4.8 245  10.7 279.3 25.016606 121.519399  4.08    2005    276
 825     4.3      3775  652.3  5.5  47.0  -4.9 245  10.7 279.3 25.016649 121.519486  4.03    1997    277
 826     4.3      3780  652.1  5.4  46.5  -5.1 245  10.7 279.3 25.016690 121.519572  3.99    1988    277
 827     3.7      3783  651.8  5.4  45.8  -5.3 245  10.7 279.2 25.016733 121.519663  3.92    1980    277
 828     3.2      3787  651.5  5.4  44.8  -5.6 245  10.6 279.2 25.016773 121.519759  3.83    1971    277
 829     3.5      3790  651.1  5.4  43.9  -5.9 245  10.6 279.2 25.016807 121.519853  3.75    1962    277
 830     4.2      3794  650.8  5.4  42.8  -6.2 245  10.6 279.2 25.016843 121.519939  3.66    1954    277
 831     3.2      3798  650.5  5.4  40.9  -6.8 245  10.6 279.1 25.016880 121.520014  3.50    1947    277
 832     5.0      3803  650.2  5.4  38.5  -7.6 245  10.6 279.1 25.016914 121.520088  3.29    1940    278
 833     4.1      3807  649.9  5.4  36.9  -8.2 245  10.6 279.1 25.016958 121.520193  3.16    1930    278
 834     4.2      3811  649.6  5.4  36.4  -8.4 245  10.5 279.0 25.017003 121.520313  3.11    1919    278
 835     3.9      3815  649.3  5.3  36.1  -8.5 245  10.5 279.0 25.017038 121.520427  3.09    1908    278
 836     3.6      3818  649.0  5.3  36.0  -8.5 245  10.5 279.0 25.017073 121.520530  3.07    1898    278
 837     3.1      3821  648.7  5.3  36.3  -8.4 245  10.5 279.0 25.017112 121.520624  3.10    1889    279
 838     4.3      3826  648.4  5.3  36.9  -8.2 245  10.5 279.0 25.017153 121.520709  3.14    1882    279
 839     3.5      3829  648.1  5.3  37.3  -8.1 245  10.5 279.0 25.017190 121.520792  3.18    1874    279
 840     3.8      3833  647.8  5.2  37.7  -8.0 245  10.5 278.9 25.017228 121.520880  3.20    1866    279
 841     3.9      3837  647.5  5.2  38.1  -7.9 245  10.5 278.9 25.017268 121.520974  3.23    1857    279
 842     4.2      3841  647.2  5.2  38.7  -7.7 245  10.6 278.9 25.017312 121.521071  3.28    1848    279
 843     3.1      3844  646.9  5.1  39.7  -7.4 245  10.6 278.9 25.017356 121.521171  3.36    1839    280
 844     4.1      3848  646.6  5.1  40.9  -7.1 245  10.6 278.8 25.017397 121.521274  3.45    1830    280
 845     4.0      3852  646.3  5.1  42.4  -6.6 245  10.6 278.8 25.017432 121.521376  3.57    1820    280
 846     3.9      3856  646.0  5.0  43.8  -6.3 245  10.6 278.8 25.017458 121.521479  3.68    1810    280
 847     4.4      3860  645.6  5.0  44.4  -6.1 245  10.6 278.8 25.017474 121.521582  3.72    1800    280
 848     3.5      3864  645.3  5.0  44.0  -6.3 245  10.6 278.7 25.017482 121.521684  3.69    1790    280
 849     4.1      3868  645.0  5.0  42.9  -6.6 245  10.6 278.7 25.017484 121.521786  3.59    1780    280
 850     3.7      3872  644.7  4.9  42.1  -6.9 245  10.7 278.7 25.017481 121.521887  3.52    1770    280
 851     3.4      3875  644.5  4.9  42.2  -6.9 245  10.7 278.7 25.017475 121.521988  3.52    1760    280
 852     3.0      3878  644.2  4.9  42.4  -6.8 245  10.7 278.6 25.017466 121.522089  3.54    1750    280
 853     4.2      3882  643.9  4.9  42.2  -6.9 245  10.7 278.6 25.017458 121.522188  3.52    1740    281
 854     3.9      3886  643.6  4.8  42.1  -7.0 245  10.7 278.6 25.017451 121.522287  3.50    1730    281
 855     3.7      3890  643.3  4.8  42.7  -6.8 245  10.8 278.5 25.017446 121.522385  3.54    1720    281
 856     3.7      3894  643.0  4.8  42.9  -6.8 245  10.8 278.5 25.017446 121.522483  3.55    1710    281
 857     4.0      3898  642.7  4.7  42.5  -6.9 245  10.8 278.5 25.017451 121.522579  3.52    1701    281
 858     4.4      3902  642.3  4.7  41.9  -7.2 245  10.8 278.4 25.017464 121.522674  3.46    1692    281
 859     4.5      3906  642.0  4.7  41.8  -7.2 244  10.8 278.4 25.017486 121.522769  3.44    1683    281
 860     3.1      3910  641.7  4.6  42.8  -6.9 244  10.9 278.4 25.017518 121.522862  3.52    1674    281
 861     4.0      3914  641.4  4.6  45.3  -6.2 244  10.9 278.4 25.017562 121.522955  3.72    1666    281
 862     3.5      3917  641.1  4.6  49.0  -5.2 244  10.9 278.4 25.017619 121.523046  4.02    1658    282
 863     4.1      3921  640.8  4.6  52.4  -4.3 244  10.9 278.4 25.017692 121.523136  4.30    1651    282
 864     4.2      3925  640.5  4.5  53.8  -4.0 244  11.0 278.4 25.017780 121.523224  4.41    1644    282
 865     4.3      3930  640.2  4.5  53.7  -4.1 244  11.0 278.4 25.017887 121.523311  4.39    1638    283
 866     3.7      3933  639.9  4.5  53.1  -4.3 244  11.0 278.4 25.018014 121.523397  4.34    1633    283
 867     4.3      3938  639.6  4.5  52.7  -4.4 244  11.0 278.3 25.018161 121.523481  4.30    1629    284
 868     3.1      3941  639.3  4.4  53.0  -4.3 244  11.1 278.3 25.018321 121.523565  4.32    1625    285
 869     4.4      3945  639.0  4.4  53.8  -4.1 244  11.1 278.3 25.018452 121.523650  4.38    1621    285
 870     3.9      3949  638.7  4.4  54.8  -3.9 244  11.1 278.3 25.018547 121.523738  4.45    1615    286
 871     2.7      3952  638.4  4.3  55.8  -3.7 244  11.1 278.2 25.018614 121.523830  4.53    1608    286
 872     4.2      3956  638.1  4.3  56.8  -3.5 244  11.1 278.2 25.018660 121.523925  4.60    1600    286
 873     4.3      3960  637.8  4.3  57.5  -3.4 244  11.2 278.2 25.018694 121.524024  4.65    1591    287
 874     4.1      3964  637.5  4.3  57.6  -3.4 244  11.2 278.2 25.018723 121.524126  4.66    1583    287
 875     3.2      3968  637.2  4.3  57.8  -3.3 244  11.2 278.2 25.018747 121.524227  4.67    1574    287
 876     2.9      3970  636.9  4.2  58.6  -3.2 244  11.2 278.2 25.018779 121.524332  4.73    1565    287
 877     4.6      3975  636.6  4.2  59.6  -2.9 244  11.2 278.2 25.018821 121.524440  4.81    1555    288
 878     3.3      3978  636.3  4.2  60.5  -2.8 244  11.3 278.2 25.018867 121.524551  4.87    1546    288
 879     4.0      3982  636.0  4.2  61.1  -2.7 244  11.3 278.1 25.018914 121.524659  4.92    1538    288
 880     3.6      3986  635.7  4.1  61.6  -2.6 244  11.3 278.1 25.018962 121.524764  4.95    1529    288
 881     4.1      3990  635.4  4.1  61.7  -2.6 244  11.3 278.1 25.019011 121.524868  4.95    1521    289
 882     3.6      3994  635.1  4.1  61.7  -2.6 244  11.3 278.1 25.019061 121.524971  4.94    1513    289
 883     4.3      3998  634.8  4.1  62.1  -2.5 244  11.3 278.1 25.019108 121.525069  4.97    1505    289
 884     3.7      4002  634.5  4.0  62.9  -2.4 244  11.3 278.0 25.019155 121.525167  5.03    1498    290
 885     3.8      4006  634.2  4.0  63.5  -2.3 244  11.3 278.0 25.019202 121.525264  5.08    1490    290
 886     3.9      4010  633.9  4.0  63.9  -2.2 244  11.3 278.0 25.019249 121.525362  5.11    1483    290
 887     3.6      4013  633.6  4.0  64.4  -2.1 244  11.3 278.0 25.019296 121.525460  5.14    1475    291
 888     3.6      4017  633.3  4.0  65.0  -2.0 244  11.3 278.0 25.019343 121.525558  5.18    1468    291
 889     4.2      4021  633.0  3.9  66.0  -1.8 244  11.3 278.0 25.019390 121.525655  5.26    1461    291
 890     3.2      4024  632.7  3.9  67.9  -1.5 244  11.3 278.0 25.019437 121.525753  5.41    1453    292
 891     4.0      4028  632.4  3.9  70.5  -1.0 244  11.4 278.0 25.019483 121.525851  5.61    1446    292
 892     4.1      4032  632.1  3.9  72.7  -0.6 244  11.4 278.0 25.019530 121.525949  5.77    1439    292
 893     3.7      4036  631.8  3.8  73.3  -0.5 244  11.4 278.0 25.019577 121.526047  5.81    1432    293
 894     3.9      4040  631.6  3.8  73.0  -0.6 244  11.4 277.9 25.019624 121.526144  5.78    1425    293
 895     3.6      4043  631.3  3.8  72.7  -0.7 244  11.4 277.9 25.019671 121.526242  5.74    1418    293
 896     3.2      4047  631.0  3.8  72.4  -0.7 244  11.4 277.9 25.019718 121.526340  5.72    1411    294
 897     4.6      4051  630.6  3.7  72.6  -0.7 244  11.4 277.8 25.019766 121.526438  5.72    1404    294
 898     4.4      4056  630.3  3.7  72.8  -0.7 244  11.4 277.8 25.019813 121.526536  5.73    1397    294
 899     4.1      4060  630.0  3.7  73.1  -0.7 244  11.4 277.8 25.019860 121.526634  5.75    1390    295
 900     3.6      4063  629.7  3.6  73.6  -0.6 244  11.4 277.8 25.019907 121.526732  5.78    1383    295
 901     3.7      4067  629.4  3.6  74.6  -0.5 244  11.4 277.7 25.019954 121.526830  5.85    1377    296
 902     4.1      4071  629.1  3.6  75.7  -0.3 244  11.4 277.7 25.020001 121.526928  5.92    1370    296
 903     3.5      4075  628.8  3.5  76.4  -0.2 244  11.4 277.7 25.020048 121.527026  5.96    1363    296
 904     3.8      4078  628.5  3.5  76.6  -0.2 244  11.4 277.7 25.020096 121.527125  5.97    1357    297
 905     4.4      4083  628.3  3.5  76.8  -0.2 244  11.4 277.6 25.020143 121.527223  5.97    1350    297
 906     4.2      4087  628.0  3.4  77.2  -0.2 244  11.4 277.6 25.020190 121.527321  5.99    1344    297
 907     2.9      4090  627.7  3.4  77.5  -0.1 244  11.4 277.6 25.020237 121.527419  6.01    1338    298
 908     3.3      4093  627.4  3.4  77.8  -0.1 244  11.4 277.5 25.020285 121.527518  6.02    1331    298
 909     4.0      4097  627.1  3.3  78.3  -0.1 244  11.4 277.5 25.020332 121.527616  6.04    1325    299
 910     2.8      4100  626.8  3.3  78.8   0.0 244  11.4 277.5 25.020380 121.527715  6.07    1319    299
 911     4.6      4105  626.5  3.3  78.8  -0.1 244  11.4 277.4 25.020427 121.527813  6.06    1313    300
 912     3.5      4108  626.2  3.2  77.9  -0.2 245  11.4 277.4 25.020475 121.527912  5.99    1307    300
 913     4.4      4112  625.9  3.2  76.6  -0.5 245  11.4 277.4 25.020522 121.528010  5.88    1301    300
 914     3.7      4116  625.6  3.2  75.3  -0.7 245  11.4 277.3 25.020570 121.528109  5.77    1295    301
 915     4.0      4120  625.3  3.2  74.8  -0.8 245  11.4 277.3 25.020618 121.528208  5.73    1289    301
 916     4.1      4124  625.1  3.2  75.3  -0.8 245  11.4 277.3 25.020665 121.528307  5.76    1283    302
 917     3.7      4128  624.8  3.1  75.9  -0.7 245  11.4 277.3 25.020713 121.528406  5.80    1278    302
 918     3.1      4131  624.5  3.1  76.1  -0.7 245  11.4 277.2 25.020761 121.528505  5.80    1272    303
 919     3.9      4135  624.2  3.1  75.7  -0.8 245  11.4 277.2 25.020809 121.528604  5.76    1266    303
 920     3.5      4138  623.9  3.0  75.1  -0.9 245  11.4 277.1 25.020857 121.528703  5.70    1261    303
 921     5.1      4144  623.6  3.0  74.7  -1.0 245  11.5 277.1 25.020905 121.528802  5.67    1256    304
 922     3.6      4147  623.3  3.0  74.8  -1.1 245  11.5 277.1 25.020953 121.528901  5.66    1250    304
 923     3.5      4151  623.0  2.9  75.0  -1.0 245  11.5 277.0 25.021001 121.529001  5.67    1245    305
 924     4.5      4155  622.7  2.9  74.8  -1.1 245  11.5 277.0 25.021049 121.529100  5.64    1240    305
 925     4.2      4159  622.4  2.9  74.1  -1.3 245  11.5 277.0 25.021097 121.529200  5.58    1235    306
 926     3.7      4163  622.0  2.9  72.9  -1.5 245  11.5 276.9 25.021145 121.529299  5.48    1230    306
 927     3.2      4166  621.7  2.8  70.9  -1.9 245  11.5 276.9 25.021194 121.529399  5.33    1225    307
 928     4.6      4171  621.4  2.8  68.5  -2.4 245  11.5 276.8 25.021242 121.529499  5.15    1220    307
 929     4.2      4175  621.1  2.8  67.1  -2.7 245  11.5 276.8 25.021291 121.529599  5.03    1215    308
 930     4.4      4179  620.8  2.8  66.4  -2.8 245  11.5 276.8 25.021339 121.529699  4.98    1211    308
 931     3.6      4183  620.5  2.8  65.2  -3.1 245  11.5 276.7 25.021388 121.529799  4.88    1206    309
 932     3.9      4187  620.2  2.7  64.0  -3.4 245  11.5 276.7 25.021436 121.529899  4.78    1202    309
 933     4.8      4192  619.9  2.7  62.7  -3.7 245  11.5 276.7 25.021485 121.529999  4.68    1197    310
 934     4.4      4196  619.6  2.7  60.8  -4.1 245  11.5 276.6 25.021534 121.530100  4.54    1193    310
 935     3.0      4199  619.3  2.7  58.5  -4.6 245  11.5 276.6 25.021583 121.530200  4.37    1189    311
 936     3.5      4203  619.0  2.7  57.3  -4.9 245  11.5 276.6 25.021632 121.530301  4.27    1185    311
 937     4.5      4207  618.7  2.7  57.6  -4.8 245  11.5 276.6 25.021681 121.530401  4.30    1181    312
 938     3.9      4211  618.4  2.6  58.6  -4.6 245  11.5 276.5 25.021730 121.530502  4.36    1177    312
 939     3.7      4215  618.1  2.6  59.1  -4.6 245  11.5 276.5 25.021779 121.530603  4.39    1173    313
 940     3.6      4218  617.8  2.6  59.2  -4.6 245  11.5 276.5 25.021829 121.530704  4.39    1169    313
 941     3.9      4222  617.5  2.6  59.2  -4.6 245  11.5 276.4 25.021878 121.530805  4.38    1165    314
 942     4.1      4226  617.2  2.5  58.2  -4.8 245  11.5 276.4 25.021927 121.530907  4.30    1162    314
 943     3.2      4229  616.9  2.5  56.8  -5.2 245  11.5 276.4 25.021977 121.531008  4.19    1158    315
 944     3.7      4233  616.6  2.5  55.8  -5.4 245  11.5 276.3 25.022027 121.531109  4.12    1155    316
 945     3.9      4237  616.3  2.5  55.4  -5.6 245  11.5 276.3 25.022076 121.531211  4.08    1152    316
 946     4.1      4241  616.0  2.5  55.1  -5.6 245  11.6 276.3 25.022126 121.531313  4.06    1149    317
 947     4.3      4246  615.7  2.4  55.0  -5.7 245  11.6 276.3 25.022176 121.531415  4.05    1146    317
 948     3.7      4249  615.4  2.4  54.9  -5.7 245  11.6 276.2 25.022226 121.531517  4.03    1143    318
 949     4.2      4253  615.1  2.4  55.0  -5.8 245  11.6 276.2 25.022276 121.531619  4.03    1140    318
 950     4.3      4258  614.8  2.3  55.4  -5.7 245  11.6 276.2 25.022326 121.531721  4.05    1138    319
 951     3.9      4262  614.5  2.3  56.4  -5.5 245  11.6 276.1 25.022377 121.531824  4.12    1135    319
 952     3.3      4265  614.2  2.3  57.5  -5.3 245  11.6 276.1 25.022427 121.531926  4.19    1133    320
 953     4.1      4269  614.0  2.2  57.5  -5.3 245  11.6 276.1 25.022478 121.532029  4.19    1130    321
 954     3.2      4272  613.7  2.2  56.3  -5.6 245  11.6 276.0 25.022528 121.532132  4.09    1128    321
 955     3.8      4276  613.4  2.2  54.6  -6.0 245  11.6 276.0 25.022579 121.532235  3.97    1126    322
 956     4.0      4280  613.1  2.2  53.1  -6.4 245  11.6 276.0 25.022630 121.532338  3.86    1124    322
 957     4.6      4285  612.7  2.2  52.6  -6.5 245  11.6 276.0 25.022681 121.532441  3.82    1122    323
 958     3.6      4288  612.4  2.2  53.0  -6.4 245  11.6 275.9 25.022732 121.532545  3.84    1121    324
 959     5.0      4293  612.1  2.1  53.6  -6.3 245  11.6 275.9 25.022783 121.532648  3.88    1119    324
 960     4.4      4298  611.8  2.1  54.1  -6.2 245  11.6 275.9 25.022834 121.532752  3.92    1118    325
 961     4.4      4302  611.5  2.1  54.6  -6.1 245  11.6 275.9 25.022886 121.532856  3.95    1116    325
 962     4.6      4307  611.1  2.1  55.2  -6.0 245  11.6 275.9 25.022937 121.532960  3.99    1115    326
 963     3.7      4310  610.8  2.0  55.7  -5.9 245  11.6 275.9 25.022989 121.533064  4.02    1114    327
 964     3.5      4314  610.5  2.0  56.4  -5.7 245  11.6 275.8 25.023041 121.533169  4.07    1113    327
 965     3.8      4318  610.2  2.0  57.0  -5.6 245  11.6 275.8 25.023092 121.533273  4.10    1112    328
 966     4.4      4322  609.9  2.0  56.3  -5.8 245  11.7 275.8 25.023144 121.533378  4.05    1111    329
 967     4.2      4326  609.6  2.0  55.1  -6.1 245  11.7 275.8 25.023196 121.533483  3.96    1111    329
 968     3.3      4330  609.4  2.0  54.1  -6.3 245  11.7 275.8 25.023249 121.533588  3.90    1111    330
 969     3.6      4333  609.1  2.0  54.0  -6.4 245  11.7 275.8 25.023301 121.533693  3.89    1110    330
 970     3.4      4337  608.8  2.0  54.1  -6.3 245  11.7 275.8 25.023353 121.533798  3.89    1110    331
 971     4.5      4341  608.5  2.0  54.1  -6.3 245  11.7 275.8 25.023406 121.533904  3.90    1110    332
 972     4.5      4346  608.2  2.0  54.0  -6.4 245  11.7 275.8 25.023459 121.534010  3.89    1110    332
 973     3.0      4349  607.9  2.0  53.5  -6.5 245  11.7 275.8 25.023512 121.534116  3.86    1111    333
 974     3.5      4352  607.6  2.0  53.3  -6.5 245  11.7 275.8 25.023565 121.534222  3.85    1111    334
 975     3.7      4356  607.4  2.0  53.5  -6.5 245  11.7 275.8 25.023618 121.534328  3.86    1112    334
 976     4.3      4360  607.1  2.0  54.0  -6.4 245  11.7 275.8 25.023671 121.534435  3.90    1112    335
 977     3.3      4363  606.8  2.0  54.2  -6.3 245  11.7 275.8 25.023724 121.534541  3.91    1113    335
 978     3.0      4366  606.6  2.0  53.9  -6.4 245  11.7 275.8 25.023778 121.534648  3.90    1114    336
 979     4.2      4371  606.3  2.0  53.0  -6.6 245  11.7 275.8 25.023832 121.534755  3.83    1115    337
 980     3.9      4374  606.0  2.0  51.2  -7.0 245  11.7 275.7 25.023886 121.534863  3.71    1116    337
 981     3.4      4378  605.7  2.0  49.4  -7.5 245  11.7 275.7 25.023940 121.534970  3.58    1118    338
 982     3.1      4381  605.5  2.0  48.2  -7.8 245  11.7 275.7 25.023994 121.535078  3.50    1119    339
 983     4.0      4385  605.2  2.0  47.5  -8.0 245  11.8 275.7 25.024048 121.535186  3.44    1121    339
 984     4.0      4389  604.9  2.0  46.3  -8.3 245  11.8 275.7 25.024102 121.535294  3.36    1123    340
 985     3.9      4393  604.6  2.0  44.3  -8.9 245  11.8 275.7 25.024157 121.535402  3.22    1125    340
 986     3.5      4396  604.3  2.0  42.1  -9.5 245  11.8 275.7 25.024212 121.535510  3.06    1127    341
 987     4.1      4400  604.0  2.0  40.2 -10.1 245  11.8 275.6 25.024266 121.535619  2.93    1129    342
 988     4.9      4405  603.7  2.0  38.9 -10.5 245  11.8 275.7 25.024321 121.535728  2.84    1132    342
 989     5.2      4410  603.4  2.1  37.7 -10.9 245  11.8 275.7 25.024375 121.535836  2.75    1134    343
 990     2.9      4413  603.1  2.1  36.5 -11.3 245  11.8 275.7 25.024424 121.535938  2.67    1136    344
 991     3.5      4417  602.8  2.1  35.4 -11.6 245  11.8 275.7 25.024472 121.536035  2.60    1139    344
 992     4.3      4421  602.5  2.1  34.2 -12.0 245  11.8 275.7 25.024524 121.536131  2.51    1142    345
 993     3.0      4424  602.2  2.1  33.4 -12.3 245  11.8 275.7 25.024572 121.536238  2.45    1144    345
 994     4.2      4428  601.9  2.2  33.0 -12.5 245  11.8 275.7 25.024618 121.536346  2.43    1146    346
 995     3.9      4432  601.6  2.2  32.6 -12.6 245  11.8 275.7 25.024662 121.536457  2.40    1148    346
 996     4.2      4436  601.3  2.2  31.8 -12.9 245  11.8 275.7 25.024703 121.536570  2.35    1150    347
 997     4.4      4441  601.0  2.2  30.6 -13.3 245  11.9 275.7 25.024744 121.536685  2.26    1152    348
 998     4.0      4445  600.7  2.2  29.8 -13.7 244  11.9 275.7 25.024779 121.536797  2.21    1153    348
 999     4.0      4449  600.5  2.2  30.4 -13.4 244  11.9 275.8 25.024813 121.536908  2.25    1155    349
